airport_code,city,coordinate,country,image_url,airport_name,icao,time_zone,city_code,country_iso2
CLR,Calipatria,33.1255957:-115.5141538,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Downtown_Calipatria%2C_California_%282018-04-01%29_%28crop%29.jpg/960px-Downtown_Calipatria%2C_California_%282018-04-01%29_%28crop%29.jpg,Calipatria,KCLR,America/Los_Angeles,CLR,US
CLS,Chehalis,46.6620478:-122.9640175,United States,,Centralia,KCLS,America/Los_Angeles,CLS,US
CLT,Charlotte,35.2270869:-80.8431267,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg/960px-Uptown_Charlotte_2018_taking_by_DJI_Phantom_4_pro.jpg,Charlotte Douglas International Airport,KCLT,America/New_York,CLT,US
CLU,Columbus,39.2014404:-85.9213796,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Downtown_Columbus%2C_Georgia_skyline.jpg/800px-Downtown_Columbus%2C_Georgia_skyline.jpg,Columbus Municipal,KBAK,America/Indiana/Indianapolis,CLU,US
CLV,Caldas Novas,-17.7456821:-48.6257879,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Caldas_Novas_-_A%C3%A9rea.jpg/800px-Caldas_Novas_-_A%C3%A9rea.jpg,Caldas Novas,SBCN,America/Sao_Paulo,CLV,BR
CLX,Clorinda,-25.2881832:-57.7228203,Argentina,,Clorinda,SATC,America/Argentina/Cordoba,CLX,AR
CLY,Calvi,42.567651:8.757222,France,,Sainte Catherine Airport,LFKC,Europe/Paris,CLY,FR
CLZ,Calabozo,8.922192:-67.428413,Venezuela,,Calabozo,SVCL,America/Caracas,CLZ,VE
CMA,Cunnamulla,-28.0678858:145.6836102,Australia,,Cunnamulla,YCMU,Australia/Brisbane,CMA,AU
CMB,Colombo,6.927468:79.848358,Sri Lanka,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Sunset_from_Kingsbury_Hotel%2C_Colombo.jpg/800px-Sunset_from_Kingsbury_Hotel%2C_Colombo.jpg,Bandaranaike International Airport,VCBI,Asia/Colombo,CMB,LK
CMC,Camocim,-2.9125639:-40.8488056,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Beira-Mar-Camocim-Ceara-Brazil.jpeg/800px-Beira-Mar-Camocim-Ceara-Brazil.jpeg,Camocim,SNWC,America/Fortaleza,CMC,BR
CMD,Cootamundra,-34.6389301:148.0243821,Australia,,Cootamundra,YCTM,Australia/Sydney,CMD,AU
CME,Ciudad Del Carmen,18.6414957:-91.8207501,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ciudaddelcarmen.jpg/800px-Ciudaddelcarmen.jpg,Ciudad Del Carmen Airport,MMCE,America/Merida,CME,MX
CMF,Chambery,45.564601:5.917781,France,,Chambery,LFLB,Europe/Paris,CMF,FR
CMG,Corumba,-19.0098229:-57.6547446,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Aerial_view_Corumb%C3%A1%2C_Mato_Grosso_do_Sul_-_image_3.jpg/800px-Aerial_view_Corumb%C3%A1%2C_Mato_Grosso_do_Sul_-_image_3.jpg,Corumba Internacional Airport,SBCR,America/Campo_Grande,CMG,BR
CMH,Columbus,39.9611755:-82.9987942,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Downtown_Columbus%2C_Georgia_skyline.jpg/800px-Downtown_Columbus%2C_Georgia_skyline.jpg,John Glenn Columbus International Airport,KCMH,America/New_York,CMH,US
CMI,Champaign,40.1164204:-88.2433829,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Campustown_Scott_Park.jpg/960px-Campustown_Scott_Park.jpg,Willard University Airport,KCMI,America/Chicago,CMI,US
CMJ,Chi Mei,23.21:119.42,Taiwan,,Chi Mei,RCCM,Asia/Taipei,CMJ,TW
CMK,Club Makokola,-14.31:35.13,Malawi,,Club Makokola,FWCM,Africa/Blantyre,CMK,MW
CML,Camooweal,-19.9213874:138.1179982,Australia,,Camooweal,YCMW,Australia/Brisbane,CML,AU
CMM,Carmelita,17.45:-90.05,Guatemala,,Carmelita,MGCR,America/Guatemala,CMM,GT
CMN,Casablanca,33.605381:-7.631949,Morocco,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Downtown%2C_Casablanca.jpg/960px-Downtown%2C_Casablanca.jpg,Mohamed V International Airport,GMMN,Africa/Casablanca,CAS,MA
CMO,Obbia,5.29:48.44,Somalia,,Obbia,HCMO,Africa/Mogadishu,CMO,SO
CMP,Santana Do Araguaia,-9.5242718:-50.6267643,Brazil,,Campo Alegre,SNKE,America/Belem,CMP,BR
CMQ,Clermont,-22.8247842:147.6402874,Australia,,Clermont,YCMT,Australia/Brisbane,CMQ,AU
CMR,Colmar,48.0793589:7.358512,France,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/ColmarFrance.jpg/780px-ColmarFrance.jpg,Colmar-houssen,LFGA,Europe/Paris,CMR,FR
CMS,Scusciuban,10.3:50.23333,Somalia,,Scusciuban,HCMS,Africa/Mogadishu,CMS,SO
CMT,Cameta,-2.254065:-49.5122828,Brazil,,Cameta,,America/Belem,CMT,BR
CMU,Kundiawa,-6.02:144.97,Papua New Guinea,,Chimbu,AYCH,Pacific/Port_Moresby,CMU,PG
CMV,Coromandel,-36.761287:175.4981278,New Zealand,,Coromandel,NZCX,Pacific/Auckland,CMV,NZ
CMW,Camaguey,21.3859:-77.913544,Cuba,,Ign Agramonte International Airport,MUCM,America/Havana,CMW,CU
CMX,Hancock,47.1268714:-88.5809563,United States,,Houghton County Airport,KCMX,America/Detroit,CMX,US
CMY,Sparta,43.9441328:-90.8129118,United States,,Fort Mccoy,KCMY,America/Chicago,CMY,US
CMZ,Caia,-25.32:32.97,Mozambique,,Caia,,Africa/Maputo,CMZ,MZ
CNA,Cananea,30.9833333:-110.3013889,Mexico,,Cananea,MMCA,America/Hermosillo,CNA,MX
CNB,Coonamble,-30.9524519:148.3886868,Australia,,Coonamble,YCNM,Australia/Sydney,CNB,AU
CNC,Coconut Island,-10.0500511:143.0657108,Australia,,Coconut Island,YCCT,Australia/Brisbane,CNC,AU
CND,Constanta,44.1733333:28.6383333,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Cazino_CT-II-m-A-02801_%287%29.jpg/960px-Cazino_CT-II-m-A-02801_%287%29.jpg,Kogalniceanu Airport,LRCK,Europe/Bucharest,CND,RO
CNE,Canon City,38.43:-105.11,United States,,Canon City,1V6,America/Denver,CNE,US
CNG,Cognac,45.691046:-0.328744,France,,Parvaud,LFBG,Europe/Paris,CNG,FR
CNH,Claremont,43.3767402:-72.346756,United States,,Municipal,KCNH,America/New_York,CNH,US
CNI,Changhai,39.27:122.67,China,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Xiaoshuikou_%E5%B0%8F%E6%B0%B4%E5%8F%A3_in_Xiaochangshan_Island%2C_Dalian.jpg/800px-Xiaoshuikou_%E5%B0%8F%E6%B0%B4%E5%8F%A3_in_Xiaochangshan_Island%2C_Dalian.jpg,Changhai,ZYCH,Asia/Shanghai,CNI,CN
CNJ,Cloncurry,-20.7043534:140.505613,Australia,,Cloncurry Airport,YCCY,Australia/Brisbane,CNJ,AU
CNK,Concordia,39.5708354:-97.6625396,United States,,Blosser Municipal,KCNK,America/Chicago,CNK,US
CNL,Sindal,57.5:10.23,Denmark,,Sindal,EKSN,Europe/Copenhagen,CNL,DK
CNM,Carlsbad,32.4206736:-104.2288375,United States,,Cavern City Air Terminal,KCNM,America/Denver,CNM,US
CNN,Chulman,56.8473014:124.903183,Russia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/%D0%9F%D0%BE%D0%B5%D0%B7%D0%B4%D0%BA%D0%B0_%D0%B2_%D0%9D%D0%B5%D1%80%D1%8E%D0%BD%D0%B3%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C_2017_%28429%29.jpg/960px-%D0%9F%D0%BE%D0%B5%D0%B7%D0%B4%D0%BA%D0%B0_%D0%B2_%D0%9D%D0%B5%D1%80%D1%8E%D0%BD%D0%B3%D1%80%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2C_2017_%28429%29.jpg,Kannur International Airport,VOKN,Asia/Kolkata,CNN,IN
CNO,Chino,34.0122346:-117.688944,United States,,Chino,KCNO,America/Los_Angeles,CNO,US
CNP,Neerlerit Inaat,70.7414774:-22.64882,Greenland,,Neerlerit Inaat Airport,BGCO,America/Scoresbysund,CNP,GL
CNQ,Corrientes,-27.4712257:-58.8395844,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Puente_General_Manuel_Belgrano.jpg/800px-Puente_General_Manuel_Belgrano.jpg,Camba Punta Airport,SARC,America/Argentina/Cordoba,CNQ,AR
CNR,Chanaral,-26.343531:-70.607697,Chile,,Chanaral,SCRA,America/Santiago,CNR,CL
CNS,Cairns,-16.9233991:145.773851,Australia,,Cairns Airport,YBCS,Australia/Brisbane,CNS,AU
CNT,Charata,-27.2179902:-61.1873617,Argentina,,Charata,,America/Argentina/Cordoba,CNT,AR
CNU,Chanute,37.6792135:-95.4572034,United States,,Martin Johnson,KCNU,America/Chicago,CNU,US
CNV,Canavieiras,-15.6778994:-38.9487618,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Bandeira_Canavieiras_-_BA.svg/800px-Bandeira_Canavieiras_-_BA.svg.png,Canavieiras,SNED,America/Bahia,CNV,BR
CNX,Chiang Mai,18.7964642:98.6600586,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Panoramic_view_of_Chiang_Mai_City.jpg/799px-Panoramic_view_of_Chiang_Mai_City.jpg,Chiang Mai International Airport,VTCC,Asia/Bangkok,CNX,TH
CNY,Moab,38.5733155:-109.5498395,United States,,Canyonlands Field,KCNY,America/Denver,CNY,US
CNZ,Cangamba,-13.7180655:19.8655828,Angola,,Cangamba,,Africa/Luanda,CNZ,AO
COA,Columbia,38.0363119:-120.4013061,United States,,Columbia,O22,America/Los_Angeles,COA,US
COB,Coolibah,-15.55:130.96,Australia,,Coolibah,,Australia/Darwin,COB,AU
COC,Concordia,-31.3918479:-58.0170605,Argentina,,Concordia,SAAC,America/Argentina/Cordoba,COC,AR
COD,Cody,44.5263422:-109.0565308,United States,,Yellowstone Regional Airport,KCOD,America/Denver,COD,US
COG,Condoto,5.070404:-76.642227,Colombia,,Mandinga,SKCD,America/Bogota,COG,CO
COH,Cooch Behar,26.32419:89.45103,India,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Coochbehar_kings_palace.jpg/800px-Coochbehar_kings_palace.jpg,Cooch Behar,VECO,Asia/Kolkata,COH,IN
COI,Cocoa,28.3861159:-80.7419984,United States,,Merritt Island,KCOI,America/New_York,COI,US
COJ,Coonabarabran,-31.2739131:149.2774205,Australia,,Coonabarabran,YCBB,Australia/Sydney,COJ,AU
COK,Kochi,9.939248:76.259625,India,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kochi_Skyline.jpg/960px-Kochi_Skyline.jpg,Cochin International Airport,VOCI,Asia/Kolkata,COK,IN
COL,Isle Of Coll,56.6:-6.62,United Kingdom,,Isle Of Coll,EGEL,Europe/London,COL,GB
COM,Coleman,31.8273679:-99.4264532,United States,,Coleman,KCOM,America/Chicago,COM,US
CON,Concord,37.99:-122.06,United States,,Concord,KCON,America/New_York,CON,US
COO,Cotonou,6.3625:2.4255,Benin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Vue_panoramique_quartier_cadj%C3%A9houn-Cotonou_au_B%C3%A9nin_1.jpg/960px-Vue_panoramique_quartier_cadj%C3%A9houn-Cotonou_au_B%C3%A9nin_1.jpg,Cotonou Airport,DBBB,Africa/Porto-Novo,COO,BJ
COP,Cooperstown,42.7006303:-74.924321,United States,,Cooperstown - Westville Airport,K23,America/New_York,COP,US
COQ,Choibalsan,48.0783333:114.535,Mongolia,,Choibalsan,ZMCD,Asia/Choibalsan,COQ,MN
COR,Cordoba,-31.3989296:-64.1821289,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Panorama_Nueva_C%C3%B3rdoba_2012-02-03.jpg/800px-Panorama_Nueva_C%C3%B3rdoba_2012-02-03.jpg,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport,SACO,America/Argentina/Cordoba,COR,AR
COS,Colorado Springs,38.8338816:-104.8213634,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/CC_COSPRINGS.jpg/960px-CC_COSPRINGS.jpg,Colorado Springs Airport,KCOS,America/Denver,COS,US
COT,Cotulla,28.436934:-99.2350322,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Downtown_Cotulla2_%281_of_1%29.jpg/960px-Downtown_Cotulla2_%281_of_1%29.jpg,Cotulla,KCOT,America/Chicago,COT,US
COU,Columbia,38.9517053:-92.3340724,United States,,Columbia Regional Airport,KCOU,America/Chicago,COU,US
COV,Covilha,40.2826491:-7.5032603,Portugal,,Covilha,,Europe/Lisbon,COV,PT
COW,Coquimbo,-29.966565:-71.33327,Chile,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Cruz_del_tercer_Milenio.jpg/800px-Cruz_del_tercer_Milenio.jpg,Coquimbo,SCCQ,America/Santiago,COW,CL
COX,Congo Town,24.167:-77.583,Bahamas,,,,,,
COY,Coolawanyah,-21.79:117.75,Australia,,Coolawanyah,YCWY,Australia/Perth,COY,AU
COZ,Constanza,18.90402:-70.744003,Dominican Republic,,Constanza,MDCZ,America/Santo_Domingo,COZ,DO
CPA,Cape Palmas,4.37:-7.7,Liberia,,A. Tubman,GLCP,Africa/Monrovia,CPA,LR
CPB,Capurgana,8.63:-77.33,Colombia,,Capurgana,SKCA,America/Bogota,CPB,CO
CPC,San Martin DeLos Andes,-40.08:-71.14,Argentina,,Chapelco Airport,SAZY,America/Argentina/Salta,CPC,AR
CPD,Coober Pedy,-29.0132437:134.7544819,Australia,,Coober Pedy Airport,YCBP,Australia/Adelaide,CPD,AU
CPE,Campeche,19.82:-90.5,Mexico,,Campeche International Airport,MMCP,America/Merida,CPE,MX
CPF,Cepu,-7.18:111.53,Indonesia,,Cepu,WARC,Asia/Jakarta,CPF,ID
CPG,Carmen De Patagones,-40.8030815:-62.9745293,Argentina,,Carmen De Patagones,,America/Argentina/Buenos_Aires,CPG,AR
CPH,Copenhagen,55.693403:12.583046,Denmark,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Christiansborg_fra_Nikolaj_Kirken.jpg/800px-Christiansborg_fra_Nikolaj_Kirken.jpg,Copenhagen Airport,EKCH,Europe/Copenhagen,CPH,DK
CPI,Cape Orford,-52.0:-61.07,Papua New Guinea,,Cape Orford,,Pacific/Port_Moresby,CPI,PG
CPL,Chaparral,3.75:-75.5833333,Colombia,,Chaparral,SKHA,America/Bogota,CPL,CO
CPM,Compton,33.8958492:-118.2200712,United States,,Compton,KCPM,America/Los_Angeles,CPM,US
CPN,Cape Rodney,-10.17:148.37,Papua New Guinea,,Cape Rodney,,Pacific/Port_Moresby,CPN,PG
CPO,Copiapo,-27.35989:-70.332474,Chile,,Chamonate Airport,SCAT,America/Santiago,CPO,CL
CPQ,Campinas,-22.9071048:-47.0632391,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/250717_Fotos_Centro_de_Campinas_foto_Carlos_Bassan_004_%2836029962481%29.jpg/960px-250717_Fotos_Centro_de_Campinas_foto_Carlos_Bassan_004_%2836029962481%29.jpg,International,,America/Sao_Paulo,CPQ,BR
CPR,Casper,42.866632:-106.313081,United States,,Casper/Natrona County International Airport,KCPR,America/Denver,CPR,US
CPS,St Louis,38.57:-90.16,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Runner_Fountain_and_Old_Courthouse_and_Arch_%285618845531%29.jpg/783px-Runner_Fountain_and_Old_Courthouse_and_Arch_%285618845531%29.jpg,St. Louis Downtown Airport,KCPS,America/Chicago,STL,US
CPT,Cape Town,-33.9248685:18.4240553,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Cape_Town_City_DSC_3621_%28cropped%29.jpg/800px-Cape_Town_City_DSC_3621_%28cropped%29.jpg,Cape Town International Airport,FACT,Africa/Johannesburg,CPT,ZA
CPU,Cururupu,-1.8289176:-44.8634095,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Cururupu-Maranhao-Unidade_Escolar_Jose_Pires.jpg/960px-Cururupu-Maranhao-Unidade_Escolar_Jose_Pires.jpg,Cururupu,SNCU,America/Fortaleza,CPU,BR
CPV,Campina Grande,-7.2307181:-35.8816664,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg/800px-A%C3%A7ude_Velho_Campina_Grande_PB_-_40175999034.jpg,Joao Suassuna Airport,SBKG,America/Fortaleza,CPV,BR
CPX,Culebra,18.3030119:-65.3009914,Puerto Rico,,Benjamin Rivera Noriega Airport,TJCP,America/Puerto_Rico,CPX,PR
CQA,Canarana,-13.557:-52.272,Brazil,,Canarana Airport,SWEK,America/Cuiaba,CQA,BR
CQD,Shahre-kord,32.32098:50.854301,Iran,,Shahre-kord,OIFS,Asia/Tehran,CQD,IR
CQF,Calais,50.95129:1.858686,France,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Jielbeaumadier_Calais_2008_35.jpeg/800px-Jielbeaumadier_Calais_2008_35.jpeg,Calais,LFAC,Europe/Paris,CQF,FR
CQM,Ciudad Real,38.9860963:-3.9272629,Spain,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Ciudad_Real_-_Plaza_Mayor_04_edited.jpg/960px-Ciudad_Real_-_Plaza_Mayor_04_edited.jpg,Ciudad Real Central,LERL,Europe/Madrid,CQM,ES
CQP,Cape Flattery,-14.97:145.31,Australia,,Cape Flattery,YCFL,Australia/Brisbane,CQP,AU
CQS,Costa Marques,-12.415525:-64.2215275,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Rio_Guapor%C3%A9_-_Costa_Marques.jpg/800px-Rio_Guapor%C3%A9_-_Costa_Marques.jpg,Costa Marques,SWCQ,America/Porto_Velho,CQS,BR
CQT,Caquetania,1.62:-74.2,Colombia,,Caquetania,,America/Bogota,CQT,CO
CRA,Craiova,44.32476:23.813471,Romania,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Craiova_-_Prefectura_judetului_Dolj02.jpg/960px-Craiova_-_Prefectura_judetului_Dolj02.jpg?20240813194233,Craiova Airport,LRCV,Europe/Bucharest,CRA,RO
CRB,Collarenebri,-29.5448559:148.5763188,Australia,,Collarenebri,YCBR,Australia/Sydney,CRB,AU
CRC,Cartago,4.7:-75.9166667,Colombia,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Monumento_al_Mariscal_Robledo%2C_Parque_La_Isleta._Cartago%2C_Valle%2C_Colombia..JPG/800px-Monumento_al_Mariscal_Robledo%2C_Parque_La_Isleta._Cartago%2C_Valle%2C_Colombia..JPG,Cartago,SKGO,America/Bogota,CRC,CO
CRD,Comodoro Rivadavia,-45.8679199:-67.5,Argentina,,General E. Mosconi International Airport,SAVC,America/Argentina/Catamarca,CRD,AR
CRF,Carnot,4.9404212:15.8789403,Central African Republic,,Carnot,FEFC,Africa/Bangui,CRF,CF
CRH,Cherribah,-27.65:151.95,Australia,,Cherribah,YCHB,Australia/Brisbane,CRH,AU
CRI,Crooked Island,22.75:-74.18,Bahamas,,Crooked Island Airport,MYCI,America/Nassau,CRI,BS
CRJ,Coorabie,-31.9016172:132.2969775,Australia,,Coorabie,,Australia/Adelaide,CRJ,AU
CRK,Angeles City,,Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Clark%2C_Malasbalas%2C_Mount_Arayat_from_air_%28Angeles%2C_Pampanga%3B_12-09-2023%29.jpg/800px-Clark%2C_Malasbalas%2C_Mount_Arayat_from_air_%28Angeles%2C_Pampanga%3B_12-09-2023%29.jpg,Diosdado Macapagal International (Clark International),RPLC,Asia/Manila,CRK,PH
CRM,Catarman,12.5:124.64,Philippines,,National Airport,RPVF,Asia/Manila,CRM,PH
CRN,Cromarty,57.680822:-4.034684,United Kingdom,,,,,,
CRO,Corcoran,36.098007:-119.5604015,United States,,Corcoran,,America/Los_Angeles,CRO,US
CRP,Corpus Christi,27.8005828:-97.396381,United States,,Corpus Christi International Airport,KCRP,America/Chicago,CRP,US
CRQ,Caravelas,-17.7135586:-39.2483671,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Bras%C3%A3o_de_Caravelas_-_BA.svg/960px-Bras%C3%A3o_de_Caravelas_-_BA.svg.png,Caravelas,SSCV,America/Bahia,CRQ,BR
CRR,Ceres,-29.8828106:-61.9491615,Argentina,,Ceres,SANW,America/Argentina/Cordoba,CRR,AR
CRS,Corsicana,32.0954304:-96.4688727,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Downtown_Corsicana_Panorama_Wiki_%281_of_1%29.jpg/800px-Downtown_Corsicana_Panorama_Wiki_%281_of_1%29.jpg,Corsicana,KCRS,America/Chicago,CRS,US
CRT,Crossett,33.1281779:-91.9612427,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Crossett_Municipal_Building%2C_front_%28cropped%29.jpg/800px-Crossett_Municipal_Building%2C_front_%28cropped%29.jpg,Municipal,KCRT,America/Chicago,CRT,US
CRU,Carriacou Island,12.48:-61.47,Grenada,,Carriacou Island,TGPZ,America/Grenada,CRU,GD
CRV,Crotone,39.0806728:17.1271465,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Crotone_Lungomare.jpg/800px-Crotone_Lungomare.jpg,Crotone,LIBC,Europe/Rome,CRV,IT
CRW,Charleston,38.3498195:-81.6326234,United States,,Yeager Airport,KCRW,America/New_York,CRW,US
CRX,Corinth,34.9342548:-88.5222702,United States,,Roscoe Turner,KCRX,America/Chicago,CRX,US
CRY,Carlton Hill,-15.5:128.53,Australia,,Carlton Hill,,Australia/Perth,CRY,AU
CRZ,Turkmenabad,39.083889:63.611389,Turkmenistan,,Turkmenabad,UTAV,Asia/Ashgabat,CRZ,TM
CSA,Isle Of Colonsay,56.0600637:-6.2173956,United Kingdom,,Isle Of Colonsay,EGEY,Europe/London,CSA,GB
CSB,Caransebes,45.4213889:22.2219444,Romania,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Po%C8%99t%C4%83_-_municipiul_Caransebe%C8%99.jpg/800px-Po%C8%99t%C4%83_-_municipiul_Caransebe%C8%99.jpg,Caransebes,LRCS,Europe/Bucharest,CSB,RO
CSC,Canas,10.426655:-85.095806,Costa Rica,,Canas,MRMJ,America/Costa_Rica,CSC,CR
CSD,Cresswell Downs,-17.9374589:135.8729839,Australia,,Cresswell Downs,,Australia/Darwin,CSD,AU
CSE,Crested Butte,38.8697146:-106.9878231,United States,,Crested Butte,0CO2,America/Denver,CSE,US
CSF,Creil,49.261132:2.473346,France,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Quartier_Saint-M%C3%A9dard.jpg/800px-Quartier_Saint-M%C3%A9dard.jpg,Creil,LFPC,Europe/Paris,CSF,FR
CSG,Columbus,32.4609764:-84.9877094,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Downtown_Columbus%2C_Georgia_skyline.jpg/800px-Downtown_Columbus%2C_Georgia_skyline.jpg,Columbus Airport,KCSG,America/New_York,CSG,US
CSH,Solovetsky,65.02944:35.733334,Russia,,Solovky,ULAS,Europe/Moscow,CSH,RU
CSI,Casino,-28.88:153.07,Australia,,Casino,YCAS,Australia/Sydney,CSI,AU
CSJ,Cape St Jacques,10.345413:107.084034,Vietnam,,Cape St Jacques,,Asia/Ho_Chi_Minh,CSJ,VN
CSK,Cap Skirring,12.41:-16.75,Senegal,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Cap-Skirring-Beach-2007.jpg/960px-Cap-Skirring-Beach-2007.jpg,Cap Skirring,GOGS,Africa/Dakar,CSK,SN
CSL,San Luis Obispo,37.3457771:-120.4713636,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Mission_San_Luis_Obispo_%28cropped%29.jpg/800px-Mission_San_Luis_Obispo_%28cropped%29.jpg,O Sullivan Army Air Field,,America/Los_Angeles,CSL,US
CSN,Carson City,39.1637984:-119.7674034,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/2015-11-01_11_45_10_View_north_along_Carson_Street_%28U.S._Route_395_Business%29_at_Musser_Street_in_downtown_Carson_City%2C_Nevada.jpg/800px-2015-11-01_11_45_10_View_north_along_Carson_Street_%28U.S._Route_395_Business%29_at_Musser_Street_in_downtown_Carson_City%2C_Nevada.jpg,Carson City,KCXP,America/Los_Angeles,CSN,US
CSO,Cochstedt,,Germany,,Cochstedt,EDBC,Europe/Berlin,CSO,DE
CSP,Cape Spencer,,United States,,Cape Spencer C G Heliport,,America/Juneau,CSP,US
CSQ,Creston,41.0591667:-94.3644444,United States,,Municipal,KCSQ,America/Chicago,CSQ,US
CSR,Casuarito,,Colombia,,Casuarito,,America/Bogota,CSR,CO
CSS,Cassilandia,-19.1190668:-51.7376946,Brazil,,Cassilandia,SSCL,America/Campo_Grande,CSS,BR
CST,Castaway,-17.618784:177.097142,Fiji,,Castaway,NFCS,Pacific/Fiji,CST,FJ
CSU,Santa Cruz Do Sul,-29.7239918:-52.4360443,Brazil,,Santa Cruz Do Sul,SSSC,America/Sao_Paulo,CSU,BR
CSV,Crossville,35.9489566:-85.0269014,United States,,Memorial,KCSV,America/Chicago,CSV,US
CSW,Colorado do Oeste,-13.1176021:-60.5412264,Brazil,,Colorado do Oeste,,America/Porto_Velho,CSW,BR
CSX,Changsha,28.228209:112.938814,China,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Skyline_with_Xiang_River.png/800px-Skyline_with_Xiang_River.png,Changsha Huanghua Airport,ZGHA,Asia/Shanghai,CSX,CN
CSY,Cheboksary,56.1374511:47.2440299,Russia,,Cheboksary Airport,UWKS,Europe/Moscow,CSY,RU
CSZ,Coronel Suarez,-37.4559517:-61.9307251,Argentina,,Brigadier Hector Ruiz,SAZC,America/Argentina/Buenos_Aires,CSZ,AR
CTA,Catania,37.5024825:15.0878345,Italy,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Catania_vista_dall%27alto_e_il_vulcano_Etna_a_sovrastarla.jpg/800px-Catania_vista_dall%27alto_e_il_vulcano_Etna_a_sovrastarla.jpg,Catania-Fontanarossa Airport,LICC,Europe/Rome,CTA,IT
CTB,Cut Bank,48.6347222:-112.3311111,United States,,Cut Bank,KCTB,America/Denver,CTB,US
CTC,Catamarca,-28.4689906:-65.7789716,Argentina,,Catamarca Airport,SANC,America/Argentina/Catamarca,CTC,AR
CTD,Chitre,7.9666667:-80.4333333,Panama,,Chitre,MPCE,America/Panama,CTD,PA
CTE,Carti,9.45:-78.97,Panama,,Carti,,America/Panama,CTE,PA
CTF,Coatepeque,14.7:-91.8666667,Guatemala,,Coatepeque Airport,MGCT,America/Guatemala,CTF,GT
CTG,Cartagena,10.40015:-75.51161,Colombia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Boazio-Sir_Francis_Drake_in_Cartagena.jpg/782px-Boazio-Sir_Francis_Drake_in_Cartagena.jpg,Rafael Nunez International Airport,SKCG,America/Bogota,CTG,CO
